BioSample_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	isolate_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	geo_loc_name_s	host_s	source_s
SAMN03270618	P00657	Jan 09, 2015	1245	829	SRR1749241	SRS802313	P00657	29-Jul-2013	city	subway	n/a	P00657	40.85 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270619	P00658	Jan 27, 2015	384	227	SRR1749242	SRS802314	P00658	29-Jul-2013	city	subway	wood	P00658	40.85 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270620	P00659	Jan 09, 2015	942	630	SRR1749243	SRS802322	P00659	30-Jul-2013	city	subway	wood	P00659	40.79 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270621	P00660	Jan 09, 2015	929	622	SRR1749244	SRS802315	P00660	30-Jul-2013	city	subway	metal/plastic	P00660	40.79 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270622	P00661	Jan 09, 2015	609	242	SRR1749245	SRS802316	P00661	30-Jul-2013	city	subway	metal	P00661	40.82 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270623	P00662	Jan 09, 2015	755	300	SRR1749246	SRS802318	P00662	30-Jul-2013	city	subway	metal	P00662	40.82 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270624	P00663	Jan 09, 2015	588	193	SRR1749247	SRS802317	P00663	30-Jul-2013	city	subway	wood	P00663	40.82 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270625	P00664	Jan 09, 2015	1142	767	SRR1749248	SRS802319	P00664	30-Jul-2013	city	subway	metal/plastic	P00664	40.82 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270626	P00665	Jan 09, 2015	1129	759	SRR1749249	SRS802320	P00665	30-Jul-2013	city	subway	wood	P00665	40.80 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270627	P00666	Jan 09, 2015	710	297	SRR1749250	SRS802321	P00666	30-Jul-2013	city	subway	metal/plastic	P00666	40.80 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270628	P00667	Jan 09, 2015	657	275	SRR1749251	SRS802323	P00667	30-Jul-2013	city	subway	metal/plastic	P00667	40.82 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270629	P00668	Jan 09, 2015	1081	726	SRR1749252	SRS802324	P00668	30-Jul-2013	city	subway	metal	P00668	40.82 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270630	P00669	Jan 09, 2015	725	488	SRR1749253	SRS802325	P00669	30-Jul-2013	city	subway	metal/plastic	P00669	40.80 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270631	P00670	Jan 09, 2015	635	264	SRR1749254	SRS802328	P00670	30-Jul-2013	city	subway	wood	P00670	40.80 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270632	P00671	Jan 09, 2015	602	249	SRR1749255	SRS802327	P00671	30-Jul-2013	city	subway	metal	P00671	40.80 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270633	P00672	Jan 09, 2015	1269	846	SRR1749256	SRS802326	P00672	30-Jul-2013	city	subway	wood	P00672	40.74 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270634	P00673	Jan 09, 2015	682	284	SRR1749257	SRS802329	P00673	30-Jul-2013	city	subway	metal/plastic	P00673	40.74 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270635	P00674	Jan 09, 2015	550	225	SRR1749258	SRS802331	P00674	30-Jul-2013	city	subway	metal	P00674	40.74 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270636	P00675	Jan 09, 2015	1140	760	SRR1749259	SRS802330	P00675	30-Jul-2013	city	subway	metal/plastic	P00675	40.74 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270637	P00676	Jan 09, 2015	1494	1002	SRR1749260	SRS802332	P00676	26-Jul-2013	city	subway	wood	P00676	40.76 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270638	P00677	Jan 09, 2015	695	291	SRR1749261	SRS802334	P00677	26-Jul-2013	city	subway	metal	P00677	40.76 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270639	P00678	Jan 09, 2015	619	255	SRR1749262	SRS802333	P00678	26-Jul-2013	city	subway	metal	P00678	40.76 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270640	P00679	Jan 09, 2015	659	276	SRR1749263	SRS802335	P00679	26-Jul-2013	city	subway	metal	P00679	40.78 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270641	P00680	Jan 09, 2015	670	277	SRR1749264	SRS802337	P00680	26-Jul-2013	city	subway	metal/plastic	P00680	40.78 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270642	P00681	Jan 09, 2015	1309	877	SRR1749265	SRS802338	P00681	26-Jul-2013	city	subway	wood	P00681	40.78 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270643	P00682	Jan 09, 2015	733	308	SRR1749266	SRS802336	P00682	26-Jul-2013	city	subway	metal	P00682	40.78 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270644	P00683	Jan 09, 2015	743	311	SRR1749267	SRS802339	P00683	26-Jul-2013	city	subway	metal	P00683	40.78 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270645	P00684	Jan 09, 2015	1306	877	SRR1749268	SRS802342	P00684	26-Jul-2013	city	subway	metal/plastic	P00684	40.78 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270646	P00685	Jan 09, 2015	988	412	SRR1749269	SRS802340	P00685	26-Jul-2013	city	subway	metal	P00685	40.78 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270647	P00686	Jan 09, 2015	1002	418	SRR1749270	SRS802341	P00686	26-Jul-2013	city	subway	metal/plastic	P00686	40.80 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270648	P00687	Jan 09, 2015	1358	906	SRR1749271	SRS802343	P00687	26-Jul-2013	city	subway	metal	P00687	40.80 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270649	P00688	Jan 09, 2015	1087	451	SRR1749272	SRS802345	P00688	26-Jul-2013	city	subway	metal	P00688	40.80 N 73.96 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270650	P00689	Jan 09, 2015	1228	822	SRR1749273	SRS802344	P00689	26-Jul-2013	city	subway	wood	P00689	40.81 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270651	P00690	Jan 09, 2015	653	273	SRR1749274	SRS802346	P00690	26-Jul-2013	city	subway	metal	P00690	40.81 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270652	P00691	Jan 09, 2015	937	392	SRR1749275	SRS802347	P00691	26-Jul-2013	city	subway	metal	P00691	40.81 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270653	P00692	Jan 09, 2015	1035	434	SRR1749276	SRS802348	P00692	26-Jul-2013	city	subway	plastic	P00692	40.82 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270654	P00693	Jan 09, 2015	1506	995	SRR1749277	SRS802350	P00693	26-Jul-2013	city	subway	metal	P00693	40.82 N 73.95 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270655	P00694	Jan 09, 2015	1066	447	SRR1749278	SRS802349	P00694	26-Jul-2013	city	subway	metal	P00694	40.82 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270656	P00695	Jan 09, 2015	1097	731	SRR1749279	SRS802352	P00695	26-Jul-2013	city	subway	wood	P00695	40.83 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270657	P00696	Jan 09, 2015	1053	439	SRR1749280	SRS802351	P00696	26-Jul-2013	city	subway	metal/plastic	P00696	40.83 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270658	P00697	Jan 09, 2015	1004	419	SRR1749281	SRS802353	P00697	26-Jul-2013	city	subway	metal	P00697	40.83 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270659	P00698	Jan 09, 2015	796	330	SRR1749282	SRS802354	P00698	26-Jul-2013	city	subway	metal/plastic	P00698	40.84 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270660	P00699	Jan 09, 2015	841	563	SRR1749283	SRS802356	P00699	26-Jul-2013	city	subway	metal	P00699	40.84 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270661	P00700	Jan 09, 2015	1050	440	SRR1749284	SRS802355	P00700	26-Jul-2013	city	subway	metal	P00700	40.84 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270662	P00701	Jan 09, 2015	1075	718	SRR1749285	SRS802357	P00701	26-Jul-2013	city	subway	wood	P00701	40.85 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270663	P00702	Jan 09, 2015	984	412	SRR1749286	SRS802358	P00702	26-Jul-2013	city	subway	metal	P00702	40.85 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270664	P00703	Jan 09, 2015	891	369	SRR1749287	SRS802359	P00703	26-Jul-2013	city	subway	metal	P00703	40.84 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270665	P00704	Jan 09, 2015	978	410	SRR1749288	SRS802361	P00704	26-Jul-2013	city	subway	metal	P00704	40.86 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270666	P00705	Jan 09, 2015	1096	729	SRR1749289	SRS802360	P00705	26-Jul-2013	city	subway	metal	P00705	40.86 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270667	P00706	Jan 09, 2015	721	300	SRR1749290	SRS802362	P00706	26-Jul-2013	city	subway	metal/plastic	P00706	40.86 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270668	P00707	Jan 09, 2015	946	396	SRR1749291	SRS802363	P00707	26-Jul-2013	city	subway	metal	P00707	40.86 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270669	P00708	Jan 09, 2015	1362	913	SRR1749292	SRS802366	P00708	26-Jul-2013	city	subway	wood	P00708	40.86 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270670	P00709	Jan 09, 2015	922	387	SRR1749293	SRS802365	P00709	26-Jul-2013	city	subway	plastic	P00709	40.87 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270671	P00710	Jan 09, 2015	1623	1083	SRR1749294	SRS802367	P00710	26-Jul-2013	city	subway	metal	P00710	40.87 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270672	P00711	Jan 27, 2015	686	289	SRR1749295	SRS802364	P00711	26-Jul-2013	city	subway	metal	P00711	40.87 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270673	P00712	Jan 27, 2015	835	348	SRR1749296	SRS802368	P00712	26-Jul-2013	city	subway	metal	P00712	40.88 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270674	P00713	Jan 09, 2015	1325	888	SRR1749297	SRS802369	P00713	26-Jul-2013	city	subway	wood	P00713	40.88 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270675	P00714	Jan 27, 2015	967	407	SRR1749298	SRS802374	P00714	26-Jul-2013	city	subway	metal	P00714	40.87 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270676	P00715	Jan 27, 2015	966	404	SRR1749299	SRS802370	P00715	26-Jul-2013	city	subway	plastic	P00715	40.86 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270677	P00716	Jan 27, 2015	822	343	SRR1749300	SRS802371	P00716	30-Jul-2013	city	subway	wood	P00716	40.74 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270678	P00717	Jan 27, 2015	922	386	SRR1749301	SRS802372	P00717	30-Jul-2013	city	subway	metal	P00717	40.74 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
